record,cv_ref,cv_det,rmssd_ref,rmssd_det,usable_ref,usable_det,d_cv
100,0.048219551756096,0.05035893323345067,58.40795704726972,62.08709703826863,True,True,0.0021393814773546724
100,0.03038339829001703,0.0308744455404725,25.034822422612706,24.928294063542562,True,True,0.0004910472504554703
100,0.03189434105760824,0.032938934806201095,27.49633406650317,29.290959390508444,True,True,0.0010445937485928578
100,0.059062327580420806,0.06108564570141758,71.23323406951009,74.87863957953111,True,True,0.0020233181209967713
100,0.049801359222739934,0.05027926926331168,58.073538227782066,54.02470445056778,True,True,0.0004779100405717454
100,0.056681783681015674,0.056682614827905896,72.64317630252582,72.73298428077655,True,True,8.311468902219565e-07
100,0.0626764778893994,0.06404567675911255,70.83465105245433,72.24906018291189,True,True,0.0013691988697131507
100,0.04847109248451064,0.049080551048218846,23.913569812694863,25.048624420378186,True,True,0.0006094585637082053
100,0.04688239980663864,0.04781803085709201,24.855215956720457,28.03204267977621,True,True,0.0009356310504533699
100,0.06113207831362024,0.06333028231354464,61.28802999338991,65.09748402446712,True,True,0.002198203999924396
100,0.03925439665697843,0.03880946283656466,24.845199749992265,25.79768609986891,True,True,-0.0004449338204137662
100,0.03177813535929316,0.03219229815670757,24.68438770586956,25.602689456013533,True,True,0.0004141627974144149
100,0.03092823551149725,0.03149066396469635,25.6802125653931,25.952628550601776,True,True,0.0005624284531991035
100,0.04693822766135312,0.047741568028528705,25.993309343460023,27.599645922759656,True,True,0.0008033403671755882
100,0.045317793145765804,0.04576323812209929,29.401469957874067,28.703352409674228,True,True,0.0004454449763334825
100,0.059455476050304,0.05980683564607449,68.87761498684132,69.89393259160416,True,True,0.000351359595770491
100,0.05786603106628075,0.05897568400884572,67.14286319523102,69.50566990688202,True,True,0.0011096529425649732
100,0.08564844295013804,0.08570372773031959,106.91389267084831,106.85545613272728,True,True,5.528478018154703e-05
100,0.03084931616595983,0.031175793494642307,26.580374868625935,28.281221292821893,True,True,0.0003264773286824757
100,0.0680881503134468,0.06873814340571387,82.1533846782943,84.09612803931591,True,True,0.0006499930922670705
100,0.0525992571245395,0.05275040854854322,58.16561483816582,59.12687859765719,True,True,0.00015115142400372317
100,0.05979010455126215,0.05897878523231459,74.60068929629482,73.50063598701867,True,True,-0.0008113193189475607
100,0.030115302210865016,0.030094335360758184,24.785017506410682,25.797686099840913,True,True,-2.0966850106832885e-05
100,0.09666366376256987,0.09595021600255985,126.77797646519372,125.3551106092437,True,True,-0.0007134477600100192
100,0.07961456020941063,0.07900246424306882,104.53608330165714,103.55918006248734,True,True,-0.0006120959663418052
100,0.04922477303836884,0.05086984602124364,61.79460557024652,64.43202216355881,True,True,0.0016450729828747998
