record,cls,y,qrs_width_norm,template_corr,template_corr_abs,pos_neg_ratio,slope_norm,energy_conc,seg_skew,seg_kurt
100,N,0,11.148272017837234,0.9914989156596088,0.991388338895065,0.8454151652523664,0.7371170722140205,0.8827114441215319,4.0762288381845755,22.483380937894264
100,N,0,22.29654403567447,0.933118466784497,0.9267250700743993,0.8504647532932509,0.9851867553838838,0.9150700968958911,4.082434873071287,20.405909972354568
100,N,0,11.148272017837234,0.9821613394238314,0.9801220005708098,0.8399109747046654,0.7774065637277905,0.935396820716448,4.201602215567059,22.743316163563883
100,N,0,22.29654403567447,0.9134909291741193,0.9059019580554207,0.8628046285547654,0.89575714405945,0.9372242827578706,3.931719231363376,18.447190608731724
100,N,0,11.148272017837234,0.9911392656287428,0.9895565334454636,0.8126892645012532,0.765284205021674,0.9105270069801075,4.295779409858975,24.43437901243227
100,N,0,22.29654403567447,0.971603127593689,0.9680434142657602,0.8286128829594523,0.7718022363742998,0.9341463756297516,3.9799074493579494,20.354706291133557
100,N,0,22.29654403567447,0.8670384845406723,0.8694201228089483,0.8858238752501156,1.0280849389331213,0.8945662975083529,3.7082944012319077,16.55554011597522
100,N,0,22.29654403567447,0.9356811484576123,0.9308325976468148,0.8746688817570828,0.9270560627508195,0.9260406073265746,4.06687657241724,19.857766809136645
100,N,0,11.148272017837234,0.9812910154986646,0.9799064150029411,0.8539077638629766,0.7959868129963186,0.931019209079783,4.246487568988088,22.883263665184895
100,N,0,22.29654403567447,0.9350943833457092,0.9288165379210883,0.8788150101689963,0.8153077903589061,0.9264687569982956,3.8639940109474082,18.27182946886475
100,N,0,22.29654403567447,0.8541515152129783,0.8377087773190472,0.8106519590974048,1.0741681313034237,0.9312931120080339,3.527745772063537,15.906107647380349
100,N,0,22.29654403567447,0.9283945517367465,0.9200033463439429,0.8178030965272803,0.8972820912318625,0.9090109783048311,3.7884625365021156,18.13644632325401
100,N,0,22.29654403567447,0.8849085362983862,0.8790375088534127,0.8704894538650545,1.008444533821202,0.9107252970111027,3.8090855425598953,17.32536638420153
100,N,0,11.148272017837234,0.9967378630761489,0.9960808020284104,0.8303016764830266,0.7109805272959014,0.9289535365001225,4.430579593405073,25.415078100531844
100,N,0,11.148272017837234,0.9976723622930377,0.9974488009042886,0.8882576283100816,0.7027090477608582,0.9070079795070509,4.269325694945899,23.698565613317776
100,N,0,22.29654403567447,0.8909989450347223,0.9012369493367456,0.8739873472474874,1.042294429807475,0.8705226233695674,3.5734900313971862,16.203524620406423
100,N,0,22.29654403567447,0.9747581091913305,0.972608933882304,0.827923647758039,0.7919891544750625,0.889969015844279,3.8588259434554857,20.060418926072305
100,N,0,22.29654403567447,0.9652429161771239,0.9624724741663817,0.8440697058768825,0.9087247668092375,0.9282904207075595,4.361954460426351,23.52975730661146
100,N,0,22.29654403567447,0.9663853102524195,0.9627738034833451,0.8438186025083673,0.7843227220521853,0.9282560645501848,3.9613728594496345,20.047989708663675
100,N,0,22.29654403567447,0.9288689045048569,0.9215824170066599,0.8476093671665514,0.9134244747690938,0.9180815791252737,3.843671417297249,18.685000997663547
100,N,0,22.29654403567447,0.9248898748197886,0.9170286275549047,0.8597325156106711,0.9092433984637727,0.8863348325418746,3.718126469508694,17.836605202988103
100,N,0,22.29654403567447,0.9813340454269235,0.9811745673780611,0.8770965908811845,0.568875157334392,0.8934064487720695,3.619358829566946,17.70795524145617
100,N,0,11.148272017837234,0.9964536876448602,0.9960152812739491,0.8469823530840747,0.7345256110490841,0.9183165916015882,4.428771422813871,25.48329008078727
100,N,0,22.29654403567447,0.9471562222620945,0.9405947520994133,0.8203009719104649,0.8691199793608885,0.9314123140100271,3.9936251789365347,19.940059314795825
100,N,0,22.29654403567447,0.9495089753057478,0.9443069170688337,0.862129507025357,0.8051396851334299,0.8951271335777217,3.4691502335158964,15.81531372086326
100,N,0,11.148272017837234,0.9887001156662384,0.9880935565609757,0.8356922122700038,0.6241873007664276,0.9161555156966773,3.8522136355491288,19.77258010114207
100,N,0,11.148272017837234,0.9884767899438014,0.9871190853450961,0.83534667107805,0.7681375260209568,0.9452238028171495,4.340538000065074,23.763097059394326
100,N,0,22.29654403567447,0.962244138392058,0.9588306746019982,0.853373146606046,0.8556355861018267,0.924364314225372,4.21071868066388,22.510307634834422
100,N,0,22.29654403567447,0.9178807298687612,0.9122147492216381,0.8729482040931548,0.9972199984218203,0.9269601501573252,4.011749720860014,19.38176839483417
