record,src,start_ms,n_intervals,n_flagged,flagged_fraction,usable,reason,mean_rr_ms,hr_bpm,rr_cv,rmssd_ms,sdnn_ms,n_rmssd_pairs,n_segments
100,ref,213.88888888888889,63,0,0.0,True,ok,812.9188712522044,73.80810327059719,0.048219551756096,58.40795704726972,39.19858358585281,62,1
100,ref,52208.333333333336,63,0,0.0,True,ok,812.1693121693121,73.87622149837134,0.03038339829001703,25.034822422612706,24.676463690569385,62,1
100,ref,104163.88888888889,63,0,0.0,True,ok,799.2063492063489,75.07447864945385,0.03189434105760824,27.49633406650317,25.490159876993243,62,1
100,ref,155300.0,63,0,0.0,True,ok,806.3492063492064,74.40944881889763,0.059062327580420806,71.23323406951009,47.62486096960916,62,1
100,ref,206897.22222222222,63,0,0.0,True,ok,813.9770723104062,73.71214993770646,0.049801359222739934,58.073538227782066,40.5371645772047,62,1
100,ref,259016.66666666666,63,0,0.0,True,ok,805.9082892416225,74.45015866068499,0.056681783681015674,72.64317630252582,45.68031931753106,62,1
100,ref,310583.3333333333,63,0,0.0,True,ok,793.1216931216934,75.65043362241492,0.0626764778893994,70.83465105245433,49.71007426254483,62,1
100,ref,361269.44444444444,63,0,0.0,True,ok,747.6190476190485,80.2547770700636,0.04847109248451064,23.913569812694863,36.23791200032466,62,1
100,ref,409138.88888888893,63,0,0.0,True,ok,744.7971781305109,80.55884442339575,0.04688239980663864,24.855215956720457,34.917879079970874,62,1
100,ref,456836.1111111111,63,0,0.0,True,ok,764.9911816578482,78.43227665706053,0.06113207831362024,61.28802999338991,46.76550082633646,62,1
100,ref,505788.8888888889,63,0,0.0,True,ok,797.0458553791885,75.27797754052112,0.03925439665697843,24.845199749992265,31.28755416085533,62,1
100,ref,556761.111111111,63,0,0.0,True,ok,779.8941798941805,76.93351424694703,0.03177813535929316,24.68438770586956,24.783582814602195,62,1
100,ref,606711.1111111111,63,0,0.0,True,ok,780.0705467372143,76.91612028035262,0.03092823551149725,25.6802125653931,24.126205585070984,62,1
100,ref,656638.8888888889,63,0,0.0,True,ok,765.0352733686071,78.4277563252838,0.04693822766135312,25.993309343460023,35.9093998303412,62,1
100,ref,705583.3333333334,63,0,0.0,True,ok,778.0423280423274,77.11662699761992,0.045317793145765804,29.401469957874067,35.259161280872256,62,1
100,ref,755422.2222222222,63,0,0.0,True,ok,794.4885361552024,75.52028414451416,0.059455476050304,68.87761498684132,47.236694133616716,62,1
100,ref,806269.4444444444,63,0,0.0,True,ok,797.7072310405654,75.21556489055926,0.05786603106628075,67.14286319523102,46.16015141319015,62,1
100,ref,857291.6666666666,63,0,0.0,True,ok,809.5679012345694,74.11361036980543,0.08564844295013804,106.91389267084831,69.33823020315201,62,1
100,ref,909100.0,63,0,0.0,True,ok,813.3156966490297,73.77209151035457,0.03084931616595983,26.580374868625935,25.090233068663796,62,1
100,ref,961158.3333333333,63,0,0.0,True,ok,799.8677248677261,75.01240284438553,0.0680881503134468,82.1533846782943,54.461513881668445,62,1
100,ref,1012350.0,63,0,0.0,True,ok,800.7495590828928,74.92979461483395,0.0525992571245395,58.16561483816582,42.118831950562715,62,1
100,ref,1063597.2222222222,63,0,0.0,True,ok,805.4673721340396,74.49091307203847,0.05979010455126215,74.60068929629482,48.1589783925246,62,1
100,ref,1115147.222222222,63,0,0.0,True,ok,806.525573192242,74.39317734528737,0.030115302210865016,24.785017506410682,24.2887613774755,62,1
100,ref,1166727.777777778,63,0,0.0,True,ok,804.4973544973495,74.5807300230192,0.09666366376256987,126.77797646519372,77.76566177300877,62,1
100,ref,1218250.0,63,0,0.0,True,ok,814.59435626102,73.65629228687442,0.07961456020941063,104.53608330165714,64.85357142278907,62,1
100,ref,1270369.4444444445,63,0,0.0,True,ok,816.4902998236348,73.48525758721229,0.04922477303836884,61.79460557024652,40.19154969684815,62,1
100,ref,1322600.0,63,0,0.0,True,ok,809.3033509700197,74.137837101607,0.03278364240900139,24.52505850398837,26.531911658607672,62,1
100,ref,1374413.8888888888,63,0,0.0,True,ok,808.9065255731942,74.17420691158817,0.05596647198254067,69.66809862876339,45.27164439998649,62,1
100,ref,1426177.7777777778,63,0,0.0,True,ok,817.5925925925951,73.38618346545844,0.05591340224016531,72.99012769911587,45.71438349820937,62,1
100,ref,1478491.6666666665,63,0,0.0,True,ok,810.4938271604959,74.02894135567384,0.07294897986878904,97.29899682403357,59.1246978813088,62,1
100,ref,1530422.2222222222,63,0,0.0,True,ok,804.7619047619048,74.55621301775147,0.0789307975054676,103.40070837020708,63.52049894487631,62,1
100,ref,1581894.4444444445,63,0,0.0,True,ok,797.6190476190476,75.22388059701493,0.07199904460721622,76.96629284925409,57.42780938908913,62,1
100,ref,1632897.222222222,63,0,0.0,True,ok,763.0070546737259,78.6362323028022,0.06544801857421723,54.39422378381966,49.93729988654479,62,1
100,ref,1681830.5555555555,63,0,0.0,True,ok,789.5943562610238,75.98838507929409,0.03247703805740977,24.724688773947666,25.64368595820524,62,1
100,ref,1732327.7777777778,63,0,0.0,True,ok,773.3686067019404,77.5826681870011,0.06284601536970064,66.14660503178183,48.603135343234115,62,1
