record,lead,fs_native,fs_grid,label,n_intervals,n_flagged,flagged_fraction,usable,reason,mean_rr_ms,hr_bpm,rr_cv,rmssd_ms,sdnn_ms,n_rmssd_pairs,n_segments
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,841.252145599973,71.3222549432056,0.0328790009112267,18.351279637754097,27.65953006175293,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,860.8943391552081,69.69496402877704,0.024881365764969767,19.515896790333144,21.420226937512666,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,886.7300171647997,67.66433845539812,0.01746538219689155,15.63837516103351,15.487078655239433,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,893.9852418113289,67.11520190023752,0.02431500229641769,19.153019775378322,21.73725320760599,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,896.9935056891566,66.89011639376612,0.01390898257149557,19.205279135204954,12.476267037375191,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,897.8782891826371,66.82420181316515,0.011550008856170389,17.455548746036335,10.370502191822576,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,902.3022066500326,66.49656795450089,0.015827722696418484,16.204937487756393,14.281389115223204,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,885.1374068765398,67.7860855657735,0.01543219574685922,18.186690845444453,13.659613725786135,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,877.5282688326173,68.37386569872953,0.011506058437043902,14.6454796952519,10.096891541346066,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,880.5365327104467,68.14027331189703,0.014647444049155169,17.107562688884535,12.897609596113359,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,880.3595760117491,68.1539698492463,0.013640374542116378,15.702336062630962,12.008434348539032,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,880.1826193130516,68.1676718938482,0.04934018425201277,72.12409774828377,43.42837261232518,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,870.0960874873923,68.9579011592434,0.018182399372764887,14.369125057832576,15.820434555375943,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,866.3799968147798,69.2536764705882,0.019938300401870664,16.142968092504095,17.27414463866483,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,835.7664879404031,71.79038746559372,0.038028979399710276,17.909015137196626,31.783346552853793,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,772.5929465059908,77.66055886394862,0.019675184832313005,16.080759891585796,15.200909022646682,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,760.2059775972813,78.92597765363135,0.022635582831165315,12.976314275329926,17.207705374650264,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,767.8151156412039,78.14381193823449,0.02011405201073142,13.944327665951022,15.443873170632934,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,811.8773336164609,73.90278988666114,0.020117622549131638,16.571888240413895,16.333041753891383,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,800.5521048999295,74.9482758620691,0.017120837613842192,11.93001216625237,13.706122589411253,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,787.2803524977431,76.21173297370201,0.016369947090691374,11.84570006977199,12.88773771592891,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,778.2555608642583,77.09549795361511,0.014291648723687317,11.502273234647975,11.122555093128234,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,790.9964431703594,75.85369127516748,0.014635618759366628,8.727774372984593,11.57672238225639,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,801.9677584894991,74.81597528684892,0.018993624978305593,12.663586047872695,15.232274849441898,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,829.9269168834417,72.29552238805944,0.022603680019709804,19.771017380383267,18.75940246897761,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,848.3304135478028,70.72715894868603,0.0562870828820031,51.30315516859703,47.75004429868914,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,853.6391145086825,70.28731343283559,0.012569019850037205,14.507960408519319,10.729406975027812,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,859.4786855656403,69.80975911056223,0.013726054402338806,16.01831010277748,11.797251195724627,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,873.6352214613146,68.67854972655411,0.02606144569474069,25.208171411948868,22.76819688112681,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,863.3717329369504,69.49497847919655,0.02221762607972971,17.512874183583392,19.182070330201423,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,794.3586204455767,75.53263533080867,0.02239939895082641,14.849370893638586,17.793155649388567,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,806.2147192581971,74.42186128182621,0.02287383253132916,14.299201893189405,18.441220472604556,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,815.2395108916855,73.59800303885385,0.06966303193927832,52.576763116564926,56.79205608540913,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,878.9439224221833,68.26374068854439,0.021151207664646093,17.90901513714286,18.590725428730185,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,873.989134858695,68.65073901599554,0.021557066259760914,17.16605025325797,18.840641690460007,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,897.5243757852456,66.85055205047317,0.02306293049533743,21.425425390945726,20.699542296606232,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,878.0591389287026,68.33252720677159,0.012841933297756604,15.314564210371294,11.275976893607998,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,883.1908831908811,67.9354838709679,0.01577953214962779,16.812073055642212,13.936338935568672,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,875.7587018456561,68.5120226308347,0.06735138190633978,101.22951002910305,58.98355878580713,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,881.0674028065322,68.09921671018284,0.019009386218977693,14.781719649347385,16.74855054490096,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,881.5982729026249,68.0582095543955,0.027471381391222828,18.622361962559943,24.218722388751353,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,887.6148006582765,67.59688995215329,0.015370742080048402,16.87158500483975,13.643298167351945,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,867.9726071030434,69.12660550458703,0.02384638051861389,18.07613242981587,20.698005068712522,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,891.6848047282842,67.28835086326643,0.019510391872496435,19.567187014851093,17.397119966999288,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,881.0674028065322,68.09921671018284,0.01831758324388194,19.41290980881115,16.139025494379514,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,887.437843959579,67.61036889332036,0.021468823662899195,16.0183101026468,19.052246583751653,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,879.4747925182686,68.22253521126777,0.01892680254861311,15.574151583088026,16.64564574447575,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,866.2030401160822,69.26782431052105,0.021639419452774963,22.025176391234684,18.74413091634076,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,871.5117410769583,68.84588832487312,0.028468447690813085,32.68701909365237,24.810586412778825,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,879.2978358195784,68.23626484202026,0.028395192633408305,25.484975317653248,24.967831430235957,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,870.8039142821752,68.90184921763868,0.025304533292618767,23.134884886017797,22.035286640296043,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,863.3717329369504,69.49497847919655,0.01895155567665628,26.44992382914104,16.362237466405833,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,829.5730034860428,72.32636518771368,0.04093482188020383,20.904508403516225,33.95842313432687,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,772.0620764099017,77.7139582855834,0.014197282033149496,18.460190265487256,10.96118304589039,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,770.115552724243,77.91038602941231,0.01806972392401754,19.618343146647167,13.915775427319243,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,801.0829749960186,74.89860834990058,0.018846978020145413,16.328170726357566,15.09799322206266,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,781.4407814407854,76.78124999999962,0.021239982568871437,16.01831010268339,16.597788576407556,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,786.3955690042662,76.29747974797465,0.01885282968474232,16.08075989163266,14.825781727273457,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,769.7616393268552,77.94620689655189,0.022289636449735764,15.89267435823891,17.157707093548225,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,764.275981667289,78.50567260940002,0.02630019008068082,14.645479695263335,20.10060359194863,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,785.6877422094833,76.36621621621603,0.028590099487972233,15.892674358233641,22.462890716249408,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,816.6551644812515,73.47042253521126,0.03829610949509964,39.23668629334769,31.27471559871261,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,854.1699846047716,70.24362958359194,0.0164805398275999,18.07613242983903,14.077182450819333,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,883.8987099856641,67.88108108108126,0.02044149324967992,19.972767680924317,18.068209513572743,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,878.9439224221833,68.26374068854439,0.023142951776092473,19.87214856384311,20.341356810506152,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,898.7630726761214,66.75841701122229,0.05062751610842359,72.35995673353803,45.50214193956661,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,908.6726478030757,66.03037974683595,0.022565820710916017,17.626965775586616,20.50494405523754,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,904.2487303356803,66.35342465753473,0.01470661763310458,18.351279637686797,13.298440322267146,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,890.0921944400206,67.40874751491053,0.03028157241612193,16.511296124236285,26.953391242960368,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,879.8287059156638,68.19509251810126,0.02656923433985543,17.224339216434938,23.376375066405018,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,889.9152377413232,67.42215152117728,0.024393286893141346,22.25154591911229,21.707957704802183,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,888.145670754362,67.55648535564887,0.021741223525993895,25.952628550634042,19.309373551514362,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,881.4213162039274,68.07187311784763,0.04844938268917597,71.77583836084493,42.70431865916126,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,876.9973987365171,68.41525423728908,0.022253084009690255,17.282431588093576,19.515896790363538,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,883.3678398895861,67.92187499999946,0.025006672317734024,23.943891108915132,22.090090108143414,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,873.9891348587024,68.65073901599496,0.021312202069639737,25.680865789267106,18.62663304877828,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,877.1743554352147,68.40145249142707,0.02126983750651171,28.352012946181905,18.657356004986163,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,863.3717329369504,69.49497847919655,0.02233833848927789,34.6517460858357,19.28629001242003,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,867.7956504043458,69.14070146818925,0.05003264763888439,35.36747107758814,43.418113999237136,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,881.9521863000201,68.0308988764039,0.023164888258041152,32.22378803089284,20.43032384457506,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,882.8369697934933,67.96271797955488,0.019091410542805713,23.47891692226463,16.854603032694147,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,874.5200049547803,68.60906515580793,0.018140946003864542,20.517354372001982,15.864620189184022,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,882.6600130947958,67.97634322373696,0.018916884386408567,25.991219841068727,16.69717742022012,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,893.2774150165478,67.16838351822486,0.026568452048430446,34.53585363387577,23.732998166813054,62,1
00,UNVERIFIED,128.0,89.7,REGULAR,63,0,0.0,True,ok,887.7917573569815,67.58341638429289,0.018364434705102167,22.341451521216797,16.303793759710192,62,1
