record,t0_ms,cv_ref,cv_det,sdnn_det,mean_rr_det,bsqi,frac_short,frac_long,lag1,abs_d
100,213.88888888888889,0.048219551756096,0.05048229821479158,41.03831233665494,812.9248031071314,0.9841269841269841,0.0,0.0,-0.1648305962224903,0.0022627464586955845
100,52208.333333333336,0.03038339829001703,0.030981902436049456,25.16285147683604,812.1790302830929,0.9841269841269841,0.0,0.0,0.46935922616901465,0.0005985041460324254
100,104163.88888888889,0.03189434105760824,0.033056842797993154,26.426929025043606,799.438990182328,1.0,0.0,0.0,0.36132007310128145,0.0011625017403849164
100,155300.0,0.059062327580420806,0.06157827369291393,49.62668081627653,805.9121803862339,0.96875,0.0,0.0,-0.15744056637560705,0.002515946112493124
100,206897.22222222222,0.049801359222739934,0.05020007302458744,40.81791099672462,813.1046139461283,1.0,0.0,0.0,-0.01850607622312193,0.000398713801847507
100,259016.66666666666,0.056681783681015674,0.056627787480967605,45.63411445352702,805.8608058608061,0.984375,0.0,0.0,-0.27221829325791685,5.399620004806899e-05
100,310583.3333333333,0.0626764778893994,0.06355401490837213,50.37330487217333,792.606178300429,0.96875,0.0,0.0,-0.04688899509370071,0.0008775370189727377
100,361269.44444444444,0.04847109248451064,0.049438777565697964,36.94529427177348,747.2938468730905,1.0,0.0,0.0,0.741957229484591,0.0009676850811873236
100,409138.88888888893,0.04688239980663864,0.047453277020086435,35.30795488709998,744.0572517711374,1.0,0.0,0.0,0.6938494034092956,0.0005708772134477916
100,456836.1111111111,0.06113207831362024,0.06382736740712427,48.83400732141436,765.0951199338297,0.96875,0.0,0.0,0.08923187231370806,0.0026952890935040344
100,505788.8888888889,0.03925439665697843,0.03795356832379095,30.31873954041529,798.8376555732226,0.9841269841269841,0.0,0.0,0.6085618947835959,0.0013008283331874745
100,556761.111111111,0.03177813535929316,0.0312100186502035,24.316361134126613,779.1203653756247,1.0,0.0,0.0,0.46280273869975036,0.0005681167090896555
100,606711.1111111111,0.03092823551149725,0.03164423153745975,24.683295750760514,780.0251278512158,0.984375,0.0,0.0,0.40097850991969436,0.000715996025962503
100,656638.8888888889,0.04693822766135312,0.047857298971074054,36.5895701127426,764.5556874168368,0.9841269841269841,0.0,0.0,0.7004196557238381,0.0009190713097209369
100,705583.3333333334,0.045317793145765804,0.045531206833972736,35.40879446846689,777.6818786636445,1.0,0.0,0.0,0.6374694248875495,0.00021341368820693152
100,755422.2222222222,0.059455476050304,0.05980700436760726,47.508209482435085,794.3586204455767,0.984375,0.0,0.0,-0.08135821315672143,0.0003515283173032638
100,806269.4444444444,0.05786603106628075,0.05924639683212305,47.278654500838314,798.0005034703495,0.96875,0.0,0.0,-0.09971924765943957,0.0013803657658423008
100,857291.6666666666,0.08564844295013804,0.08638381663703977,69.95949044003815,809.8680188441781,0.96875,0.0,0.0,-0.18801234390335414,0.0007353736869017274
100,909100.0,0.03084931616595983,0.030899209474011834,25.11827836694346,812.9100645137703,0.9841269841269841,0.0,0.0,0.42242142970617613,4.9893308052002816e-05
100,961158.3333333333,0.0680881503134468,0.06873814340571383,54.979810690631346,799.8442781051484,0.984375,0.0,0.0,-0.16951645781149824,0.0006499930922670288
100,1012350.0,0.0525992571245395,0.052943781446598934,42.36340263914942,800.1582335383188,1.0,0.0,0.0,0.01565294641606266,0.0003445243220594335
100,1063597.2222222222,0.05979010455126215,0.05950842648606692,47.93716522055248,805.5525587082412,1.0,0.0,0.0,-0.19791970358438937,0.00028167806519523164
100,1115147.222222222,0.030115302210865016,0.030207273771741167,24.358894122882994,806.3916759568909,0.984375,0.0,0.0,0.42980480480515654,9.19715608761508e-05
100,1166727.777777778,0.09666366376256987,0.09731456728045945,78.27209287813695,804.3204123033058,0.9841269841269841,0.0,0.0,-0.32050198909676,0.0006509035178895867
100,1218250.0,0.07961456020941063,0.07960837983318282,64.83014209812008,814.3632898191103,0.96875,0.0,0.0,-0.29931229943881815,6.180376227807316e-06
100,1270369.4444444445,0.04922477303836884,0.05111698530773254,41.71971020099215,816.1613982090831,0.96875,0.0,0.0,-0.20920845476181293,0.0018922122693636953
100,1322600.0,0.03278364240900139,0.03391113038406661,27.461340850521523,809.8031690333871,0.9841269841269841,0.0,0.0,0.5164384714409288,0.0011274879750652195
100,1374413.8888888888,0.05596647198254067,0.056164044739535034,45.42935862122678,808.8690697386351,0.984375,0.0,0.0,-0.16725423891299224,0.00019757275699436305
100,1426177.7777777778,0.05591340224016531,0.057846839029851285,47.2780057644783,817.2962698978411,0.9841269841269841,0.0,0.0,-0.27780016457160694,0.001933436789685973
100,1478491.6666666665,0.07294897986878904,0.13807178523216046,113.72873805971611,823.692819416271,0.9841269841269841,0.0,0.01639344262295082,-0.018881278035733747,0.06512280536337142
100,1530422.2222222222,0.0789307975054676,0.0787849768933292,63.42294054580384,805.0131261912437,1.0,0.0,0.0,-0.3230156105260352,0.00014582061213840036
100,1581894.4444444445,0.07199904460721622,0.07131188634732848,56.87435574797981,797.5438410221001,0.984375,0.0,0.0,0.10857417660543606,0.0006871582598877435
100,1632897.222222222,0.06544801857421723,0.06425265464034381,48.939879357085985,761.678713992884,1.0,0.0,0.0,0.41152445512265234,0.001195363933873414
100,1681830.5555555555,0.03247703805740977,0.03330498313258216,26.307906444678228,789.9090157154677,0.96875,0.0,0.0,0.5133988674988834,0.0008279450751723857
100,1732327.7777777778,0.06284601536970064,0.06386129784761903,49.38399100955483,773.3007733007738,0.984375,0.0,0.0,0.050525835328276675,0.0010152824779183917
101,230.55555555555557,0.058239818985841726,0.059035840299066125,49.94369295545755,845.9893634519436,0.9841269841269841,0.0,0.0,0.845719842100181,0.0007960213132243987
101,54327.777777777774,0.03879836349055745,0.040092973299566535,35.05810212460749,874.4201100442335,0.96875,0.0,0.0,0.5810069766979843,0.001294609809009084
101,110255.55555555556,0.05507495606239334,0.05548625725334784,45.335626453629054,817.060452404071,0.96875,0.0,0.0,0.7275322044248536,0.0004113011909544981
101,162616.6666666667,0.03624529643816801,0.12873650530804276,117.07382539481706,909.4065829632469,0.9384615384615385,0.0,0.01639344262295082,0.04281602556976045,0.09249120886987475
101,219886.11111111112,0.046405288481982394,0.046204483771889356,43.18665096762035,934.6852825113687,0.984375,0.0,0.0,0.5937527756656893,0.0002008047100930388
101,279783.3333333334,0.1305999608812612,0.07793825199341048,74.62686583786241,957.5126966431318,0.9545454545454546,0.0,0.0,0.0014353259034312444,0.05266170888785071
101,342069.44444444444,0.0848248777547883,0.08442923073682312,82.00933298096137,971.3381522638186,0.96875,0.0,0.0,0.017213758144819364,0.00039564701796517
101,404186.1111111111,0.03427154738654939,0.03502812724743856,35.857001549909675,1023.6631064120542,0.96875,0.0,0.0,0.34931753066030796,0.0007565798608891727
101,469591.6666666666,0.050297207673560315,0.05044282467278155,49.350776611034014,978.3507749847166,0.96875,0.0,0.0,0.6438056881753406,0.00014561699922123472
101,532166.6666666666,0.04497583214368188,0.045182763595961246,44.285835286363984,980.1488833746895,0.96875,0.0,0.0,0.721127272904257,0.0002069314522793672
101,594866.6666666666,0.048636830964559605,0.04850446414970571,48.7626243501645,1005.3224008343232,0.96875,0.0,0.0,0.278550083434588,0.0001323668148538945
101,659236.1111111111,0.0369921960996483,0.03762177608867506,38.254961660995015,1016.8302945301552,0.96875,0.0,0.0,0.39198513896535925,0.0006295799890267614
