record,y,rr_cv,rmssd_norm,pnn_norm,iqr_norm,mad_norm,range_norm,turning_point_ratio
00,0,0.0328790009112267,0.021814244080965925,0.04838709677419355,0.04605263157899708,0.026315789473535963,0.1447368421053409,0.7049180327868853
00,0,0.024881365764969767,0.022669328746526562,0.016129032258064516,0.0259740259741475,0.012987012987141559,0.10389610389618316,0.8688524590163934
00,0,0.01746538219689155,0.017636005163144376,0.0,0.02499999999999021,0.012499999999995105,0.07499999999997063,0.7213114754098361
00,0,0.02431500229641769,0.021424313153729297,0.0,0.03749999999991516,0.012500000000124004,0.08750000000008484,0.6229508196721312
00,0,0.01390898257149557,0.02141072261214379,0.0,0.012500000000058738,0.012499999999862942,0.0625000000000979,0.7704918032786885
00,0,0.011550008856170389,0.019440885202744566,0.0,0.012345679012469824,0.012345679012211985,0.03703703703715163,0.7540983606557377
00,0,0.015827722696418484,0.01795954544755053,0.0,0.024691358024678624,0.012345679012339312,0.07407407407403588,0.7868852459016393
00,0,0.01543219574685922,0.020546743030126123,0.0,0.01898734177220544,0.012658227847960717,0.06329113924059668,0.6721311475409836
00,0,0.011506058437043902,0.016689467696277063,0.0,0.01265822784822843,0.012658227847964063,0.05063291139238499,0.5573770491803278
00,0,0.014647444049155169,0.019428566622016738,0.016129032258064516,0.025316455695928126,0.012658227847964063,0.06329113924061341,0.7704918032786885
00,0,0.013640374542116378,0.01783627564292139,0.0,0.025316455695928126,0.012658227847964063,0.06329113924061341,0.7213114754098361
00,0,0.04934018425201277,0.08194219718241406,0.04838709677419355,0.025316455696192494,0.01265822784822843,0.5189873417718139,0.5737704918032787
00,0,0.018182399372764887,0.016514411758047107,0.0,0.025641025641286532,0.012820512820643266,0.07692307692332408,0.6065573770491803
00,0,0.019938300401870664,0.018632664825888448,0.016129032258064516,0.012987012987139798,0.012987012986868565,0.09090909090916488,0.6229508196721312
00,0,0.038028979399710276,0.021428252263775482,0.03225806451612903,0.039999999999844056,0.026666666666377063,0.14666666666674463,0.6557377049180327
00,0,0.019675184832313005,0.020814013335625377,0.0,0.021739130434841828,0.0144927536230261,0.10144927536209074,0.6065573770491803
00,0,0.022635582831165315,0.017069471508686457,0.0,0.029411764705864287,0.014705882353085708,0.11764705882345715,0.4918032786885246
00,0,0.02011405201073142,0.01816104864555328,0.0,0.028985507246514993,0.014492753623333165,0.08695652173939364,0.5901639344262295
00,0,0.020117622549131638,0.020411812910942313,0.016129032258064516,0.02777777777805173,0.013888888889025865,0.0694444444445492,0.6885245901639344
00,0,0.017120837613842192,0.014902230714568719,0.0,0.027777777777761664,0.013888888888735797,0.0694444444445492,0.6065573770491803
00,0,0.016369947090691374,0.015046355510067104,0.0,0.01408450704254146,0.01408450704210023,0.07042253521138361,0.5901639344262295
00,0,0.014291648723687317,0.014779558043728745,0.0,0.0142857142858592,0.014285714285560846,0.05714285714313845,0.6229508196721312
00,0,0.014635618759366628,0.011033898380128195,0.0,0.02816901408420046,0.01408450704210023,0.056338028168989224,0.6065573770491803
00,0,0.018993624978305593,0.015790642346675474,0.0,0.02777777777776972,0.013888888888739827,0.06944444444456933,0.4918032786885246
00,0,0.022603680019709804,0.02382260049430351,0.03225806451612903,0.027027027027152886,0.013513513513647,0.12162162162169408,0.5245901639344263
00,0,0.0562870828820031,0.06047544016964109,0.06451612903225806,0.058441558441451005,0.02597402597373713,0.37662337662352807,0.8032786885245902
00,0,0.012569019850037205,0.016995426008412782,0.0,0.01298701298714332,0.012987012986872087,0.051948051948030816,0.6065573770491803
00,0,0.013726054402338806,0.018637239493886352,0.0,0.02597402597373713,0.012987012986597333,0.06493506493515652,0.5901639344262295
00,0,0.02606144569474069,0.028854344230517165,0.03225806451612903,0.038461538461373686,0.0128205128206364,0.15384615384656578,0.5409836065573771
00,0,0.02221762607972971,0.020284280241616746,0.0,0.025974025974279596,0.012987012987139798,0.10389610389603345,0.7213114754098361
00,0,0.02239939895082641,0.018693535276685463,0.016129032258064516,0.04225352112659484,0.014084507042394383,0.08450704225377799,0.6557377049180327
00,0,0.02287383253132916,0.017736220328929474,0.0,0.04109589041080998,0.01369863013712739,0.08219178082219214,0.639344262295082
00,0,0.06966303193927832,0.06449241286043407,0.04838709677419355,0.0405405405403651,0.013513513513643187,0.48648648648663906,0.5573770491803278
00,0,0.021151207664646093,0.02037560608848561,0.016129032258064516,0.02531645569645686,0.01265822784822843,0.10126582278476998,0.6557377049180327
00,0,0.021557066259760914,0.01964103393119795,0.016129032258064516,0.025641025641005045,0.0128205128206364,0.11538461538465658,0.45901639344262296
00,0,0.02306293049533743,0.023871691921682443,0.0,0.03703703703716118,0.012345679012988683,0.08641975308679536,0.7213114754098361
00,0,0.012841933297756604,0.017441381259417448,0.0,0.012658227847964063,0.012658227847699698,0.05063291139291372,0.6065573770491803
00,0,0.01577953214962779,0.01903560529848526,0.0,0.025316455695928126,0.01265822784822843,0.06329113924114214,0.6065573770491803
00,0,0.06735138190633978,0.11559064136703692,0.04838709677419355,0.01265822784822843,0.012658227847699698,0.7341772151903754,0.5245901639344263
00,0,0.019009386218977693,0.016777058829167926,0.0,0.02531645569645686,0.01265822784822843,0.06329113924061341,0.4426229508196721
00,0,0.027471381391222828,0.02112341021409514,0.03225806451612903,0.03749999999986947,0.012500000000652654,0.11250000000013054,0.5081967213114754
00,0,0.015370742080048402,0.01900777791484254,0.016129032258064516,0.012500000000124004,0.012500000000124004,0.06250000000062002,0.6557377049180327
00,0,0.02384638051861389,0.0208256945920759,0.016129032258064516,0.03205128205160816,0.012820512821178775,0.08974358974343184,0.6885245901639344
00,0,0.019510391872496435,0.021944062421040852,0.016129032258064516,0.025000000000248008,0.012500000000124004,0.09999999999942566,0.8032786885245902
00,0,0.01831758324388194,0.022033399200757746,0.016129032258064516,0.02531645569645686,0.01265822784822843,0.06329113924114214,0.7213114754098361
00,0,0.021468823662899195,0.018050064251459174,0.016129032258064516,0.03749999999958883,0.012500000000124004,0.08749999999982379,0.6557377049180327
00,0,0.01892680254861311,0.017708468412714076,0.0,0.025316455696192494,0.01265822784822843,0.08860759493707027,0.5409836065573771
00,0,0.021639419452774963,0.025427267477938,0.11290322580645161,0.025974025974279596,0.012987012987139798,0.09090909090889365,0.5737704918032787
00,0,0.028468447690813085,0.037506114436576435,0.20967741935483872,0.0512820512817698,0.02564102564075102,0.11538461538471836,0.6065573770491803
00,0,0.028395192633408305,0.02898332542112894,0.12903225806451613,0.037974683544156555,0.025316455695928126,0.1139240506329984,0.5081967213114754
00,0,0.025304533292618767,0.026567272501397107,0.08064516129032258,0.02564102564182204,0.012820512820643266,0.11538461538471836,0.7049180327868853
00,0,0.01895155567665628,0.03063561478804241,0.1935483870967742,0.025974025974279596,0.012987012987139798,0.07792207792229632,0.8360655737704918
00,0,0.04093482188020383,0.025199118481039062,0.06451612903225806,0.06666666666705652,0.039999999999844056,0.1466666666670231,0.6721311475409836
00,0,0.014197282033149496,0.023910240937266822,0.04838709677419355,0.01449275362332878,0.014492753622723419,0.10144927536269609,0.7377049180327869
00,0,0.01806972392401754,0.02547454479687927,0.03225806451612903,0.0289855072460522,0.01449275362332878,0.10144927536209074,0.6721311475409836
00,0,0.018846978020145413,0.020382621071729452,0.016129032258064516,0.027777777777471594,0.013888888889025865,0.08333333333357505,0.6557377049180327
00,0,0.021239982568871437,0.02049843120952755,0.03225806451612903,0.02857142857112169,0.0142857142858592,0.11428571428568018,0.45901639344262296
00,0,0.01885282968474232,0.020448690869398097,0.0,0.014084507042394383,0.014084507042394383,0.09859154929558407,0.639344262295082
00,0,0.022289636449735764,0.020646228061113582,0.016129032258064516,0.028985507246372427,0.014492753622732193,0.08695652173941995,0.6721311475409836
00,0,0.02630019008068082,0.019162553902732648,0.0,0.044117647058949994,0.014705882353085708,0.10294117647037143,0.6229508196721312
00,0,0.028590099487972233,0.020227723438246376,0.0,0.04285714285698089,0.0142857142858592,0.14285714285680187,0.5737704918032787
00,0,0.03829610949509964,0.048045598680896445,0.08064516129032258,0.04109589041078646,0.02739726027366691,0.27397260273953006,0.5737704918032787
00,0,0.0164805398275999,0.02116221917842611,0.04838709677419355,0.012987012987689308,0.012987012986604377,0.07792207792233859,0.5737704918032787
00,0,0.02044149324967992,0.022596217706040384,0.04838709677419355,0.025316455695928126,0.01265822784822843,0.08860759493654154,0.6557377049180327
00,0,0.023142951776092473,0.022609119941440263,0.06451612903225806,0.02531645569645686,0.01265822784822843,0.1012658227852987,0.5245901639344263
00,0,0.05062751610842359,0.08051060277552557,0.04838709677419355,0.02469135802546169,0.012345679012988683,0.4938271604937635,0.7704918032786885
00,0,0.022565820710916017,0.019398587399107745,0.0,0.03658536585301248,0.012195121951343754,0.109756097561075,0.7213114754098361
00,0,0.01470661763310458,0.020294504180143367,0.0,0.02469135802391466,0.012345679012473007,0.061728395062365035,0.6229508196721312
00,0,0.03028157241612193,0.018550096526376077,0.0,0.04999999999947788,0.02500000000026106,0.13749999999934734,0.5573770491803278
00,0,0.02656923433985543,0.019576923440465674,0.0,0.0316455696205878,0.012658227849292585,0.11392405063305863,0.7049180327868853
00,0,0.024393286893141346,0.025004118342313714,0.06451612903225806,0.018750000000717918,0.01250000000013053,0.11250000000013054,0.7540983606557377
00,0,0.021741223525993895,0.02922113951035839,0.12903225806451613,0.031249999999804205,0.01250000000013053,0.08750000000091371,0.7540983606557377
00,0,0.04844938268917597,0.08143192936377627,0.04838709677419355,0.025316455696443474,0.012658227848221737,0.5063291139246396,0.7213114754098361
00,0,0.022253084009690255,0.019706365848966293,0.016129032258064516,0.037974683544176636,0.012658227849292585,0.11392405063305863,0.8032786885245902
00,0,0.025006672317734024,0.027105232981888865,0.08064516129032258,0.037974683544136474,0.0126582278492792,0.11392405063293816,0.7540983606557377
